bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
10308,Folly and Glory (The Berrybender Narratives  #4),Larry McMurtry,3.87,743262727,9780740000000.0,en-US,358,1341,88,08/08/2005,Simon  Schuster
10310,The Argumentative Indian: Writings on Indian History  Culture and Identity,Amartya Sen,3.8,031242602X,9780310000000.0,eng,432,6550,337,09/05/2006,Picador
10311,Argumentative Indian: Writings On Indian History Culture And Identity,Amartya Sen,3.8,713996870,9780710000000.0,eng,391,29,7,6/28/2005,Allen Lane
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,3.67,1584795425,9781580000000.0,eng,160,48,12,10/01/2006,Stewart  Tabori and Chang
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,3.31,60885734,9780060000000.0,eng,24,22,4,12/12/2006,Julie Andrews Collection
10332,Mandy,Julie Andrews Edwards/Johanna Westerman,4.24,61131628,9780060000000.0,eng,320,9944,846,8/15/2006,HarperCollins
10340,Giraffes Can't Dance,Giles Andreae/Guy Parker-Rees/Hugh Laurie,4.3,1846162661,9781850000000.0,eng,32,15,3,06/01/2006,Orchard Books
10346,The Medici Giraffe and Other Tales of Exotic Animals and Power,Marina Belozerskaya,3.53,316525650,9780320000000.0,eng,414,224,37,8/21/2006,Little  Brown and Company
10347,The Giraffe Who Was Afraid of Heights (Physical & Behavioral Adaptation),David A. Ufer/Kirsten Carlson,3.87,976882302,9780980000000.0,eng,32,37,9,06/01/2006,Arbordale Publishing
10370,Where the Red Fern Grows with Connections,Wilson Rawls/Rafe Martin/Borden Deal/Kemp P. Battle/Robert Bethke/Harold Courlander/Maya Angelou/Nicholasa Mohr/Dick Perry/John R. Erickson,4.37,30547741,9780030000000.0,eng,288,121,5,09/01/1998,Holt McDougal
