bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
17601,The Will to Change: Men  Masculinity  and Love,bell hooks,4.36,743456084,9780740000000.0,eng,188,2574,322,12/21/2004,Washington Square Press
17602,Killing Rage: Ending Racism,bell hooks,4.28,805050272,9780810000000.0,eng,288,1987,106,10/15/1996,Holt Paperbacks
17603,Where We Stand: Class Matters,bell hooks,4.18,041592913X,9780420000000.0,eng,164,1780,142,10/04/2000,Routledge
17607,All About Love: New Visions,bell hooks,4.01,688168442,9780690000000.0,eng,240,10928,1144,12/22/1999,William Morrow
17608,Everybody Was Kung Fu Fighting: Afro-Asian Connections and the Myth of Cultural Purity,Vijay Prashad,3.95,807050113,9780810000000.0,en-US,232,201,21,11/18/2002,Beacon Press
17609,The Darker Nations: A People's History of the Third World,Vijay Prashad/Howard Zinn,3.98,1565847857,9781570000000.0,eng,384,659,51,2/19/2007,New Press  The
17610,The Karma Of Brown Folk,Vijay Prashad,4.1,816634394,9780820000000.0,eng,272,344,31,03/12/2001,Univ Of Minnesota Press
17619,The Negro,W.E.B. Du Bois/Robert Gregg,4.32,812217756,9780810000000.0,eng,284,29,4,5/22/2001,University of Pennsylvania Press
17624,Democracy Matters: Winning the Fight Against Imperialism,Cornel West,3.95,1594200297,9781590000000.0,eng,240,102,12,09/02/2004,Penguin Press HC  The
17632,Tyranny of the Majority: Fundamental Fairness in Representative Democracy,Lani Guinier/Stephen L. Carter,3.87,29131693,9780030000000.0,eng,352,41,3,02/01/1995,Free Press
17635,More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,160729947,9780160000000.0,eng,496,239,5,01/05/2006,National Park Service
17639,The Guardship (Thomas Marlowe  #1),James L. Nelson,4.01,380804522,9780380000000.0,eng,384,313,28,01/05/2000,William Morrow Paperbacks
17643,Before We Were Free,Julia Alvarez,3.87,044023784X,9780440000000.0,en-US,192,4950,837,4/13/2004,Laurel Leaf Library
17644,Moral Disorder and Other Stories,Margaret Atwood,3.63,385503849,9780390000000.0,eng,255,8270,755,10/17/2006,Nan A. Talese
17645,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,1841957178,9781840000000.0,eng,198,29315,2631,10/05/2005,Canongate U.S.
