bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
32115,Ali und Nino,Kurban Said,3.92,3548601316,9783550000000.0,ger,304,39,2,02/01/2002,List
32121,Last Rights (Francis Hancock #1),Barbara Nadel,3.53,755321367,9780760000000.0,eng,352,132,15,01/02/2006,Headline
32122,Belshazzar's Daughter (Inspector Ikmen #1),Barbara Nadel,3.51,1933397497,9781930000000.0,eng,448,772,99,10/01/2006,Felony & Mayhem
32124,Deep Waters (Cetin Ikmen  #4),Barbara Nadel,3.99,747267197,9780750000000.0,eng,448,301,24,07/01/2002,Headline
32125,After the Mourning (Francis Hancock #2),Barbara Nadel,3.42,755321383,9780760000000.0,eng,352,104,11,12/28/2006,Headline
32129,Spiritual Midwifery,Ina May Gaskin,4.38,1570671044,9781570000000.0,eng,482,5166,429,01/01/2002,Book Publishing Company (TN)
32130,Monday Night Class,Stephen Gaskin,3.89,1570671818,9781570000000.0,en-US,191,59,4,7/31/2005,Book Publishing Company
32137,Summer of the Dragon,Elizabeth Peters,3.92,380731223,9780380000000.0,eng,352,2419,102,03/06/2001,HarperCollins
32138,Devil May Care,Elizabeth Peters,3.87,380731150,9780380000000.0,eng,352,2233,109,09/04/2001,Avon
32139,The Deeds of the Disturber (Amelia Peabody  #5),Elizabeth Peters,4.05,380731959,9780380000000.0,eng,389,12389,364,01/05/2000,Avon
32144,The Mammoth Book of Egyptian Whodunnits,Mike Ashley/Elizabeth Peters/Lynda S. Robinson/Lauren Haney,3.91,786710659,9780790000000.0,eng,512,161,9,9/20/2002,Running Press
32154,The Best American Classics,Cook's Illustrated Magazine/John  Burgoyne,4.14,1933615036,9781930000000.0,eng,421,35,4,09/01/2006,Cook's Illustrated
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,936184922,9780940000000.0,eng,206,37,1,11/15/2005,America's Test Kitchen
32160,Cook's Illustrated 2003 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.69,936184728,9780940000000.0,eng,212,26,0,11/15/2003,Boston Common Press
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,964017938,9780960000000.0,eng,232,15,1,12/01/1995,Cook's Illustrated
32181,Zelda's Cut,Philippa Gregory,2.94,6511775,9780010000000.0,eng,432,65,12,02/01/2001,HarperCollins Publishers
32184,Thanksgiving on Thursday (Magic Tree House  #27),Mary Pope Osborne/Salvatore Murdocca,3.85,375806156,9780380000000.0,eng,73,6361,209,9/24/2002,Random House Books for Young Readers
32185,Rurouni Kenshin  Volume 27,Nobuhiro Watsuki,4.38,1421506742,9781420000000.0,eng,192,1598,22,06/06/2006,VIZ Media LLC
32186,Ranma 1/2  Vol. 27 (Ranma ½ (US 2nd)  #27),Rumiko Takahashi,4.09,1591164591,9781590000000.0,eng,200,891,13,08/10/2004,VIZ Media LLC
32189,Sukhoi Su-27 Flanker (WarbirdTech  #42),Yefim Gordon/Peter Davison,3,1580070914,9781580000000.0,eng,104,6,0,04/01/2006,Specialty Press
32197,1001 Illuminated Initial Letters: 27 Full-Color Plates,Owen    Jones,3.46,486256073,9780490000000.0,eng,32,11,1,04/01/1988,Dover Publications
32199,Gold Rage (Wilderness  #27),David   Robbins/David Thompson,4.31,843945192,9780840000000.0,eng,170,16,0,05/01/1999,Leisure Books
32202,Asfixia,Chuck Palahniuk,3.7,9875661708,9789880000000.0,eng,336,47,2,09/01/2006,Debolsillo
32213,Expectant Father,Melinda Curtis,3.6,373713010,9780370000000.0,eng,304,40,2,12/15/2011,Harlequin Special Releases
32226,Horse Heaven,Jane Smiley,3.88,804119430,9780800000000.0,eng,640,4583,328,8/26/2003,Ballantine Books
32234,White Oleander,Janet Fitch,3.96,316182540,9780320000000.0,eng,446,301784,6170,09/01/2001,Little  Brown and Company
32241,The Night Remembers (Night  #1),Kathleen Eagle,3.79,380784912,9780380000000.0,eng,355,228,25,06/01/1998,HarperTorch
32254,The Mephisto Club (Rizzoli & Isles  #6),Tess Gerritsen,4.02,345476999,9780350000000.0,eng,355,27697,1190,09/12/2006,Ballantine Books
32255,Vanish (Rizzoli & Isles  #5),Tess Gerritsen,4.12,345476980,9780350000000.0,eng,401,46863,1157,8/29/2006,Ballantine Books
32256,Call After Midnight & Under The Knife,Tess Gerritsen,3.99,037377172X,9780370000000.0,en-US,555,249,20,4/25/2006,Harlequin
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,553815024,9780550000000.0,eng,419,33678,1099,1/17/2005,Bantem Press
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,034545894X,9780350000000.0,en-US,432,36595,1205,7/26/2005,Ballantine Books
32262,Life Support,Tess Gerritsen,3.99,671553046,9780670000000.0,eng,400,11151,352,08/01/1998,Pocket Books
32264,The Family that Couldn't Sleep,D.T. Max,3.91,1400062454,9781400000000.0,eng,299,4568,350,09/05/2006,Random House (NY)
32275,River Out of Eden: A Darwinian View of Life,Richard Dawkins/Lalla Ward,3.98,465069908,9780470000000.0,en-US,172,5891,192,8/23/1996,HarperCollinsPublishers
32276,Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18,345346297,9780350000000.0,eng,271,15444,475,12/12/1986,Ballantine Books
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,1593074069,9781590000000.0,eng,216,1848,66,11/15/2005,Dark Horse Manga
32281,Demonic Males: Apes and the Origins of Human Violence,Richard W. Wrangham/Dale Peterson,4.03,395877431,9780400000000.0,en-US,368,686,64,11/14/1997,Mariner Books
32286,A Mad People's History of Madness,Dale Peterson,4.33,822953315,9780820000000.0,eng,384,9,0,3/15/1982,University of Pittsburgh Press
32289,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,743202414,9780740000000.0,eng,304,5040,590,03/12/2002,Scribner
32295,Blame It on the Brain: Distinguishing Chemical Imbalances  Brain Disorders  and Disobedience,Edward T. Welch,4.05,875526020,9780880000000.0,eng,204,534,50,06/01/1998,P & R Publishing
32298,Blame!  Vol. 7,Tsutomu Nihei,4.3,1595328408,9781600000000.0,eng,210,785,13,02/01/2007,TokyoPop
32300,The Berenstain Bears and the Blame Game,Stan Berenstain/Jan Berenstain,3.87,679887431,9780680000000.0,en-US,32,745,28,10/07/1997,Random House Books for Young Readers
32302,Blame!  Vol. 8,Tsutomu Nihei,4.26,1595328416,9781600000000.0,eng,216,762,13,05/01/2007,TokyoPop
32303,The New Don't Blame Mother: Mending the Mother-Daughter Relationship,Paula J. Caplan,3.88,415926300,9780420000000.0,eng,320,5,0,3/25/2000,Routledge
32307,Blame It on Paris,Laura Florand,3.53,765315084,9780770000000.0,eng,384,358,63,10/03/2006,Forge Books
32313,No Wind of Blame (Inspector Hemingway #1),Georgette Heyer,3.78,99493675,9780100000000.0,eng,352,96,17,09/07/2006,Arrow
32316,Uncle John's Presents Blame It on the Weather: Amazing Weather Facts,David W. Phillips/Michael Parfit/Suzanne Chisholm/Bathroom Readers' Institute,3.57,1571458689,9781570000000.0,eng,240,7,1,11/01/2002,Portable Press
32317,Who's To Blame (Sweet Valley High  #66),Francine Pascal/Kate William,3.36,553285556,9780550000000.0,eng,152,406,5,06/01/1990,Bantam
32323,Blame! #1,Tsutomu Nihei,4.1,2723431029,9782720000000.0,fre,245,18,5,3/20/2000,Glénat
32328,Air Gear  Vol. 2 (Air Gear  #2),Oh! Great/大暮 維人,4.04,034549279X,9780350000000.0,eng,224,686,8,10/31/2006,Del Rey
32329,Air Gear  Vol. 3 (Air Gear  #3),Oh! Great/大暮 維人,4.09,345492803,9780350000000.0,eng,224,609,3,1/30/2007,Del Rey
32330,Air Gear  Vol. 1 (Air Gear  #1),Oh! Great/大暮 維人,3.92,345492781,9780350000000.0,eng,224,1875,37,7/25/2006,Del Rey
32331,Air Gear  Vol. 4 (Air Gear  #4),Oh! Great/大暮 維人,4.07,345492811,9780350000000.0,en-GB,224,467,2,05/01/2007,Del Rey
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,765804719,9780770000000.0,eng,677,96,9,01/01/1980,Basic Books
32349,Mutant Message Down Under,Marlo Morgan,3.79,60723513,9780060000000.0,eng,187,11224,1249,5/25/2004,Harper Perennial
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,1932442529,9781930000000.0,eng,253,305,8,11/01/2005,Green Ronin Publishing
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,142004820,9780140000000.0,eng,448,3040,200,1/25/2005,Penguin Books
32353,The New Mutants Classic  Vol. 1,Chris Claremont/Bob McLeod,3.75,785121943,9780790000000.0,eng,240,697,43,05/03/2006,Marvel
32358,James Dean: The Mutant King: A Biography,David Dalton,4.07,155652398X,9781560000000.0,eng,384,491,29,09/01/2001,Chicago Review Press
32370,Dry,Augusten Burroughs,4.03,312423799,9780310000000.0,eng,293,77100,3112,04/01/2004,Picador USA
32373,Yes  Your Teen Is Crazy!: Loving Your Kid Without Losing Your Mind,Michael J. Bradley,4.29,936197447,9780940000000.0,en-US,332,792,138,11/08/2002,Harbor Press
32386,El Retrato De Dorian Gray,Oscar Wilde,4.08,849531178X,9788500000000.0,spa,251,43,5,04/07/2006,Mestas Ediciones
32396,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,743485041,9780740000000.0,eng,336,1604,146,01/01/2005,Simon  Schuster
32398,Henry IV  Part 2,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.8,074348505X,9780740000000.0,eng,400,692,89,01/01/2006,Simon  Schuster
