bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
26289,Trust Fund,Stephen W. Frey,3.72,345428307,9780350000000.0,eng,358,607,22,01/02/2002,Fawcett Books
26292,The Chairman (Christian Gillette  #1),Stephen W. Frey,3.98,345457617,9780350000000.0,eng,415,2173,89,12/27/2005,Fawcett Books
26296,The Mystery of the Ancient Pyramid: Cairo  Egypt (Around the World in 80 Mysteries),Carole Marsh,3.61,635034700,9780640000000.0,eng,128,27,4,03/06/2006,Gallopade International
26298,The Mystery in the Rocky Mountains,Carole Marsh,3.73,063502389X,710430000000.0,eng,145,34,6,04/01/2001,Carole Marsh Mysteries
26301,The Mystery on the Mighty Mississippi,Carole Marsh,3.5,635023911,710430000000.0,eng,142,26,1,04/01/2001,Carole Marsh Mysteries
26314,Medal of Honor: Rising Sun (Prima's Official Strategy Guide),Mark Cohen,3.67,761542914,9780760000000.0,eng,96,3,1,11/18/2003,Prima Games
26321,The Elder Scrolls IV: Oblivion -- Revised & Expanded (Xbox360  PC) (Prima Official Game Guide),Peter Olafson,4.29,076155548X,9780760000000.0,eng,432,57,4,09/10/2007,Prima Games
26324,Social Intelligence: The New Science of Human Relationships,Daniel Goleman,3.98,553803522,9780550000000.0,eng,403,10327,318,9/26/2006,Bantam Books
26327,The Power of Truth: A Leading with Emotional Intelligence Conversation with Warren Bennis,Daniel Goleman/Warren Bennis,3.82,1593979746,9781590000000.0,eng,0,11,2,11/14/2006,Macmillan Audio
26329,Emotional Intelligence: Why It Can Matter More Than IQ,Daniel Goleman,4.01,055380491X,9780550000000.0,eng,384,63501,1663,9/26/2006,Bantam
26330,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,Daniel Goleman,4.04,1590300106,9781590000000.0,eng,288,302,8,1/14/2003,Shambhala
26344,The MacMillan Bible Atlas,Yohanan Aharoni/Michael Avi-Yonah,4.32,25006053,9780030000000.0,en-US,215,14,2,3/17/1993,Webster's New World
26348,Paris 1919: Six Months that Changed the World,Margaret MacMillan/Richard Holbrooke,4.08,375760520,9780380000000.0,eng,570,9679,640,09/09/2003,Random House Trade
26384,Scripta Minora: Hiero/Agesilaus/Constitution of the Lacedaemonians/Ways & Means/Cavalry Commander/Art of Horsemanship/On Hunting/Constitution of the Athenians,Xenophon/Edgar C. Marchant/G.W. Bowersock,4.0,674992024,9780670000000.0,en-US,576,19,2,01/01/1925,Harvard University Press
