bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,046501691X,9780470000000.0,en-US,118,97,10,06/01/1983,Basic Books
4894,Who Moved My Cheese?,Spencer Johnson/Kenneth H. Blanchard,3.8,91883768,9780090000000.0,eng,96,311436,8421,02/07/2002,Vermilion
4898,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim/Renée Mauborgne,3.91,1591396190,9781590000000.0,eng,240,46064,871,02/01/2005,Harvard Business Review Press
4900,Heart of Darkness,Joseph Conrad,3.42,1892295490,9781890000000.0,eng,188,321078,8423,10/01/2003,Green Integer
4906,Heart of Darkness and Other Tales,Joseph Conrad/Cedric Watts,3.58,192801724,9780190000000.0,eng,225,3761,177,9/25/2003,Oxford University Press
4907,Heart of Darkness,Joseph Conrad,3.42,159224646X,9781590000000.0,eng,132,92,11,05/01/2003,Wildside Press
4909,Teacher Man (Frank McCourt  #3),Frank McCourt,3.75,743243781,9780740000000.0,eng,272,26508,2019,9/19/2006,Scribner
4916,Angela's Ashes,Frank McCourt,4.11,7718721,9780010000000.0,eng,224,711,64,12/17/1998,Simon & Schuster
4921,Three Men in a Boat (Three Men  #1),Jerome K. Jerome,3.89,140621334,9780140000000.0,eng,185,38313,2811,10/01/1994,Penguin Books
4922,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,486451100,9780490000000.0,eng,144,213,32,6/16/2006,Dover Publications
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,9781900000000.0,eng,272,52,8,03/01/2005,Collectors Library
4925,Three Men in a Boat,Jerome K. Jerome,3.89,141441216,9780140000000.0,eng,178,786,125,3/25/2004,Penguin Classics
4926,Three Men in a Boat and Three Men on the Bummel,Jerome K. Jerome/Jeremy Lewis,4.08,140437509,9780140000000.0,en-US,400,2318,182,11/25/1999,Penguin Classics
4929,Kafka on the Shore,Haruki Murakami/Philip Gabriel,4.14,1400079276,9781400000000.0,eng,467,225397,12452,01/03/2006,Vintage International
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,451527348,9780450000000.0,eng,736,983,91,06/01/1999,Signet Classics
4934,The Brothers Karamazov,Fyodor Dostoyevsky/Fyodor Dostoevsky/Richard Pevear/Larissa Volokhonsky,4.32,374528373,9780370000000.0,eng,796,191531,6795,6/14/2002,Farrar  Straus and Giroux
4935,The Brothers Karamazov,Fyodor Dostoyevsky/David McDuff,4.32,140449248,9780140000000.0,eng,1013,1673,184,2/27/2003,Penguin Books Ltd
4936,The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.32,679729259,9780680000000.0,eng,796,617,80,09/03/1991,Vintage Books USA
4938,The Brothers Karamazov,Fyodor Dostoyevsky/Simon Vance/Thomas R. Beyer Jr.,4.32,1596440791,9781600000000.0,eng,16,20,2,05/01/2005,Hovel Audio
4940,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Maire Jaanus,4.32,159308045X,9781590000000.0,eng,720,1089,202,7/25/2004,Barnes  Noble Classics
4942,CliffsNotes on Dostoevsky's The Brothers Karamazov,James Lamar Roberts/Gary Carey,3.5,764538136,9780760000000.0,en-GB,96,4,0,01/10/2003,Cliffs Notes
4943,Hungry Planet,Peter Menzel/Faith D'Aluisio,4.44,1580086810,9781580000000.0,eng,288,1455,193,10/01/2005,Material World
4944,The Very Hungry Caterpillar,Eric Carle,4.29,399226907,9780400000000.0,eng,13,3945,262,3/23/1994,Philomel Books
4945,The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear,Don    Wood,4.32,859533301,9780860000000.0,en-US,32,65,10,09/01/1996,Child's Play International
4947,One Hundred Hungry Ants,Elinor J. Pinczes/Bonnie Mackain,4.05,395971233,9780400000000.0,en-US,32,2114,166,9/27/1999,HMH Books for Young Readers
4950,The Hungry Tide,Amitav Ghosh,3.95,061871166X,9780620000000.0,eng,333,11838,815,06/07/2006,Mariner Books
4951,Feeding the Hungry Heart: The Experience of Compulsive Eating,Geneen Roth,3.96,452270839,9780450000000.0,eng,224,749,46,09/01/1993,Plume
4952,What Is the What,Dave Eggers,4.16,1932416641,9781930000000.0,eng,475,65767,6203,10/18/2006,McSweeney's
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,3.68,375725784,9780380000000.0,eng,485,157572,8463,2/13/2001,Vintage
4954,You Shall Know Our Velocity!,Dave Eggers,3.63,1400033543,9781400000000.0,eng,401,25811,1463,07/01/2003,Vintage
4955,How We Are Hungry,Dave Eggers,3.75,1400095565,9781400000000.0,eng,224,12007,659,10/11/2005,Vintage
4956,How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,9781930000000.0,eng,218,488,38,10/13/2004,McSweeney's
4963,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,439635772,9780440000000.0,eng,32,20,3,10/01/2004,Scholastic
