bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
35246,Mary Shelley‘s Frankenstein,Mary Wollstonecraft Shelley/Anca Munteanu,3.79,764587269,9780760000000.0,eng,240,147,3,4/15/2001,Cliffs Notes
35248,Essential Monster of Frankenstein  Vol. 1,Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick,3.62,785116346,9780790000000.0,eng,496,69,7,10/20/2004,Marvel Comics
35249,Frankenstein,Mary Wollstonecraft Shelley,3.79,074325578X,9780740000000.0,en-US,448,20,6,01/01/2004,Kaplan Publishing
35252,Frankenstein,Mary Wollstonecraft Shelley,3.79,1419542249,9781420000000.0,en-US,450,17,3,10/30/2006,Kaplan
35254,The Memoirs of Elizabeth Frankenstein,Theodore Roszak,3.56,553576372,9780550000000.0,eng,440,233,24,10/01/1996,Bantam
35255,The Essential Frankenstein,Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing,3.79,452269687,9780450000000.0,eng,357,42,6,10/01/1993,Plume
35258,Father of Frankenstein,Christopher Bram,4.1,452273374,9780450000000.0,eng,276,587,48,04/01/1996,Plume
35261,Frankenstein,Mary Wollstonecraft Shelley,3.79,076660828X,9780770000000.0,en-GB,189,84,4,7/30/2004,Modern Publishing
35268,The Walrus Was Paul: The Great Beatle Death Clues,R. Gary Patterson/Jay Fox,3.72,684850621,9780680000000.0,eng,208,441,39,10/29/1998,Touchstone
35270,Harpo Speaks!,Harpo Marx/Rowland Barber,4.41,879100362,9780880000000.0,eng,482,2006,239,07/01/2004,Limelight Editions
35273,Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,4.07,671470728,9780670000000.0,eng,464,9,1,01/01/1983,Simon & Schuster
35283,Topsail Island: Mayberry by the Sea,Ray McAllister/Vicki McAllister,3.94,895873311,9780900000000.0,eng,228,40,13,07/01/2006,John F. Blair  Publisher
35287,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,3.69,373793189,9780370000000.0,eng,249,499,46,2/27/2007,Harlequin Blaze
35288,All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry,3.73,373793243,9780370000000.0,eng,251,521,35,3/27/2007,Harlequin Blaze
35289,The 33 Strategies of War,Robert Greene/Joost Elffers,4.3,670034576,9780670000000.0,en-US,496,8005,383,1/19/2006,Viking
35291,Jimmy Stewart: A Biography,Marc Eliot,3.85,1400052211,9781400000000.0,eng,463,955,95,11/06/2006,Harmony
35292,Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite,3.93,760328242,9780760000000.0,eng,320,441,57,11/15/2006,Zenith Press
35295,Jimmy Stewart: The Truth Behind the Legend,Michael Munn,3.97,1569803102,9781570000000.0,eng,317,212,35,5/30/2006,Barricade Books
35308,Dirt (Stone Barrington  #2),Stuart Woods,3.89,61094234,9780060000000.0,en-US,448,6279,274,08/07/1997,HarperTorch
35313,La Ley del Exito,Paramahansa Yogananda,4.44,876121512,9780880000000.0,spa,32,0,0,06/01/1998,Self-Realization Fellowship Publishers
