bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
12658,Hawaii,James A. Michener,4.2,375760377,9780380000000.0,eng,1136,66298,1383,07/09/2002,Dial Press Trade Paperback
12661,Chesapeake,James A. Michener,4.18,812970438,9780810000000.0,eng,1024,19174,664,09/09/2003,Dial Press
12662,Caravans,James A. Michener,4.05,812969820,9780810000000.0,eng,320,4753,400,09/09/2003,Dial Press Trade Paperback
12664,Iberia,James A. Michener/Robert Vavra,3.71,449207331,9780450000000.0,eng,960,2153,152,10/12/1984,Fawcett Crest Books
12665,Centennial,James A. Michener,4.24,449452697,9780450000000.0,eng,1086,95,13,07/01/1989,Fawcett Books
12676,Carrie (Biblioteca de Stephen King. 102  8),Stephen King/Gregorio Vlastelica,3.96,609810901,9780610000000.0,spa,288,67,3,09/04/2001,Plaza y Janes
12678,Carrie,Stephen King,3.96,9685957002,9789690000000.0,spa,254,28,9,4/30/2005,Debolsillo
12682,The Shining,Stephen King,4.22,743437497,9780740000000.0,eng,505,1316,134,10/01/2002,Gallery Books
12683,The Shining,Stephen King/Campbell Scott,4.22,743536991,9780740000000.0,eng,0,13,0,08/02/2005,Simon & Schuster Audio
12684,The Shining,Stephen King,4.22,1417618256,9781420000000.0,eng,505,8,2,10/01/2002,Turtleback Books
12686,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,4.13,61238228,9780060000000.0,en-US,306,697,158,10/31/2006,William Morrow
12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,739461192,9780740000000.0,eng,291,414947,12116,10/18/2005,William Morrow; 1ST edition
12703,Wuthering Heights,Emily Brontë/Alice Hoffman,3.85,451529251,9780450000000.0,eng,322,1898,201,03/02/2004,Signet Classics
12712,Brodie's notes on Aldous Huxley's brave new world,Graham Handley,0.0,333581296,9780330000000.0,eng,71,0,0,8/20/1992,Macmillan
12722,The Moon Is Down,John Steinbeck,3.9,141185538,9780140000000.0,eng,144,15806,996,11/30/2000,Penguin Classics
12723,Ride the Moon Down,Terry C. Johnston,4.15,553572822,9780550000000.0,en-US,576,103,4,07/06/1999,Bantam
12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,4.02,143038192,9780140000000.0,eng,672,6509,209,10/03/2006,Penguin Books
12725,Sing Down the Moon,Scott O'Dell,3.74,440979757,9780440000000.0,eng,124,6548,356,3/26/1997,Laurel Leaf Library
12733,Light in August,William Faulkner,3.94,067964248X,9780680000000.0,eng,460,329,35,04/02/2002,Modern Library
12738,The Transit of Venus,Shirley Hazzard,3.89,1860491812,9781860000000.0,eng,352,1681,276,10/05/1995,Virago
12746,Kingsblood Royal,Sinclair Lewis/Charles R. Johnson,3.97,375756868,9780380000000.0,en-US,352,77,11,04/10/2001,Modern Library
12749,Swann's Way (In Search of Lost Time  #1),Marcel Proust/Lydia Davis,4.14,142437964,9780140000000.0,eng,492,30493,1767,11/30/2004,Penguin Classics
12753,Swann's Way (Remembrance of Things Past  #1),Marcel Proust/C.K. Scott Moncrieff/Elizabeth Dalton,4.14,1593083777,9781590000000.0,en-US,466,17,9,10/01/2005,Barnes & Noble Books
12754,Swann's Way (Remembrance of Things Past  #1),Marcel Proust/C.K. Scott Moncrieff,4.14,1414243677,9781410000000.0,eng,380,1,0,01/01/2005,IndyPublish.com
12769,Lady of the Lake,Elizabeth Mayne,3.27,373289804,9780370000000.0,eng,304,70,6,7/25/1997,Harlequin Historical
12770,A Kiss Before Dying,Ira Levin/Otto Penzler,3.94,786711647,9780790000000.0,eng,242,6548,556,04/07/2003,Carroll & Graf Publishers
12771,A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal/Kate William,3.67,553566407,9780550000000.0,eng,197,267,7,02/01/1996,Bantam
12783,The Satanic Verses,Salman Rushdie,3.71,014011890X,9780140000000.0,eng,560,11,0,9/26/1988,Penguin Books Ltd
12786,The City of Falling Angels,John Berendt,3.54,143036939,9780140000000.0,eng,414,12741,1494,9/26/2006,Penguin Books
12787,Falling Angel,William Hjortsberg/Ridley Scott/James Crumley,3.92,1933618086,9781930000000.0,eng,302,2243,220,11/01/2006,Millipede Press
12789,Falling Angels (Luc Actar #1),Melissa M. Garcia,4.67,595377106,9780600000000.0,eng,216,1,0,2/14/2006,iUniverse
12793,The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,3.9,226424154,9780230000000.0,eng,308,77,14,11/01/2001,University of Chicago Press
12803,Ulysses,James Joyce/Craig Raine,3.73,679455132,9780680000000.0,eng,1084,250,38,10/28/1997,Everyman's Library
12807,The Crazed,Ha Jin,3.5,434010537,9780430000000.0,eng,336,15,1,10/03/2002,Arrow (A Division of Random House Group)
12812,Chickenhawk: Back in the World Again: Life After Vietnam,Robert Mason,4.09,140158766,9780140000000.0,eng,400,175,17,05/01/1994,Penguin Books
12817,Nuns and Soldiers,Iris Murdoch/Karen Armstrong,3.93,142180092,9780140000000.0,eng,512,503,34,7/30/2002,Penguin Classics
12820,Sir Gawain And The Green Knight,Michael Morpurgo/Michael Foreman,3.94,744586461,9780740000000.0,eng,120,21,5,11/01/2004,Walker
12822,Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,822008939,9780820000000.0,eng,80,5,1,8/22/1996,Cliffs Notes
12823,The Night Trilogy: Night  Dawn  the Accident,Elie Wiesel/Marion Wiesel,4.29,374521409,9780370000000.0,eng,318,2439,255,09/01/1987,Hill and Wang
12827,Strong Motion,Jonathan Franzen,3.52,184115749X,9781840000000.0,eng,528,3996,278,06/01/2007,Fourth Estate (GB)
12828,How to Be Alone,Jonathan Franzen,3.59,7153589,9780010000000.0,eng,306,336,33,07/02/2007,Harper Perennial
12829,The Twenty-Seventh City,Jonathan Franzen,3.12,312420145,9780310000000.0,eng,528,3621,330,09/08/2001,Picador USA
12840,Second Ring of Power,Carlos Castañeda,4.03,671732471,9780670000000.0,en-US,328,2779,33,04/01/1991,Washington Square Press
12841,The Active Side of Infinity,Carlos Castañeda,4.16,006092960X,9780060000000.0,eng,288,1952,70,12/22/1999,Harper Perennial
12842,Journey to Ixtlan,Carlos Castañeda,4.12,671732463,9780670000000.0,eng,272,8541,257,02/01/1991,Washington Square Press
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castañeda,4.03,074341280X,9780740000000.0,eng,304,956,37,01/01/2001,Washington Square Press
12844,Power of Silence,Carlos Castañeda,4.22,067173248X,9780670000000.0,eng,288,2253,53,06/01/1991,Washington Square Press
12845,Tales of Power,Carlos Castañeda,4.13,671732528,9780670000000.0,en-US,304,4657,89,01/01/1991,Washington Square Press
12846,Fire from Within,Carlos Castañeda,4.14,671732501,9780670000000.0,en-US,304,2554,67,01/01/1991,Washington Square Press
12847,The Art of Dreaming,Carlos Castañeda,4.1,1855384272,9781860000000.0,eng,260,3618,97,2/16/2004,Element
12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky/David Magarshack,4.26,345481267,9780350000000.0,eng,352,110,6,7/26/2005,Modern Library
12852,The Best Short Stories,Fyodor Dostoyevsky/David Magarshack,4.26,375756884,9780380000000.0,eng,320,2711,89,2/13/2001,Modern Library
12853,Demons,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.27,375411224,9780380000000.0,eng,733,214,27,10/24/2000,Everyman's Library
12854,The Idiot,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.18,375702245,9780380000000.0,eng,633,2710,294,07/08/2003,Vintage Classics
12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky/Ronald Hingley,4.42,60726466,9780060000000.0,eng,768,1330,29,07/06/2004,Harper Perennial Modern Classics
12856,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1593080581,9781590000000.0,eng,578,442,52,1/16/2004,Barnes  Noble Classics
12859,Celtic Tree Mysteries: Practical Druid Magic & Divination,Steve Blamires/Sandy Leuthner,3.92,1567180701,9781570000000.0,en-US,278,192,5,10/08/2002,Llewellyn Publications
