bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
14946,The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf/Susan Dick,4.05,156212501,9780160000000.0,eng,345,747,36,06/01/1989,Mariner Books
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,156260379,9780160000000.0,eng,384,383,11,9/17/1980,Mariner Books
14948,A Writer's Diary,Virginia Woolf/Leonard Woolf,4.26,156027917,9780160000000.0,eng,355,3345,133,3/31/2003,Mariner Books
14951,The Autobiography of Alice B. Toklas,Gertrude Stein,3.59,141185368,9780140000000.0,eng,272,255,31,4/26/2001,Penguin Classics
14959,Strange Fits of Passion,Anita Shreve,3.76,156031396,9780160000000.0,eng,352,7423,390,10/04/2005,Mariner Books
14960,Eden Close,Anita Shreve,3.66,156031337,9780160000000.0,en-US,265,8661,447,10/04/2005,Mariner Books
14962,Where or When,Anita Shreve,3.3,156031272,9780160000000.0,eng,241,6343,551,10/04/2005,Mariner Books
14964,Body Surfing,Anita Shreve,3.32,316059854,9780320000000.0,eng,291,16371,1538,4/24/2007,Little  Brown and Company
14975,Labyrinth (Languedoc  #1),Kate Mosse,3.57,425213978,9780430000000.0,eng,515,40300,2498,02/06/2007,Berkley Books
14978,Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),James Luceno,3.84,345475739,9780350000000.0,eng,370,5701,215,9/27/2005,Del Rey Books
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,141184841,9780140000000.0,eng,287,934,82,9/28/2000,Penguin
14983,El laberinto,Kate Mosse/Claudia Conde,3.57,8408065874,9788410000000.0,spa,626,52,6,01/01/2006,Planeta Publishing
14990,Spook: Science Tackles the Afterlife,Mary Roach,3.58,393329127,9780390000000.0,en-US,311,30473,2399,9/26/2006,W.W. Norton & Company (NYC)
14995,Odd Thomas (Odd Thomas  #1),Dean Koontz,3.97,553384287,9780550000000.0,eng,446,227884,6253,8/29/2006,Bantam
14996,Brother Odd (Odd Thomas  #3),Dean Koontz,3.98,553804804,9780550000000.0,eng,364,54120,2053,11/28/2006,Bantam
15003,Rape: A Love Story,Joyce Carol Oates,3.57,786714824,9780790000000.0,eng,154,3604,364,12/21/2004,Carroll & Graf Publishers
15004,First Love: A Gothic Tale,Joyce Carol Oates/Barry Moser/Erhan Sunar,3.19,088001508X,9780880000000.0,eng,86,579,83,8/21/1997,Ecco
15012,The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,Lotte H. Eisner,4.16,520024796,9780520000000.0,eng,360,274,10,01/07/1974,University of California Press
15014,Crucial Conversations: Tools for Talking When Stakes Are High,Kerry Patterson/Joseph Grenny/Ron McMillan/Al Switzler/Stephen R. Covey,4.03,71401946,9780070000000.0,eng,240,40400,2256,07/09/2002,McGraw-Hill Education
15015,Conversations with God: An Uncommon Dialogue  Book 1,Neale Donald Walsch,4.18,399142789,9780400000000.0,eng,240,26465,1276,10/29/1996,Berkley
15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,1571741038,9781570000000.0,eng,392,14583,178,12/03/2005,Hampton Roads Publishing Company
